PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
204644-1,1/15/2013,SEVCAL,SEV CAL TOOL CO.,,2/5/2013,,,,,0,*MAIN,Main Warehouse,,,1,40.2,0,0,8.75,0,48.95,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/15/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,INV13-10398,SEV CAL TOOL CO.,3231 SOUTH HALLADAY,,SANTA ANA,CA,92705,,CUSTOMER SERVICE,1-800-882-8822,1-714-540-4714,N30,N,N,Best Way,P,25,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/21/2013 11:01:25 PM,DBQ,1/31/2013 12:20:04 PM,JOHN
204715,1/31/2013,MERCANT,"MERCANTILE DEVELOPMENT, INC.",,2/5/2013,,,,,0,*MAIN,Main Warehouse,,,2,10627.5,0,0,0,0,10627.5,0,3660,150975,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/31/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,133861,"MERCANTILE DEVELOPMENT, INC.",10 WATERVIEW DRIVE,,SHELTON,CT,6484,,CUSTOMER SERVICE,1-800-333-0900,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/31/2013 10:46:05 AM,JACKIE,1/31/2013 10:46:05 AM,JACKIE
204719,2/4/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/5/2013,,,,,0,*MAIN,Main Warehouse,,,2,44.49,0,0,0,0,44.49,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/5/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,9725490,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 8:32:45 AM,LILA,2/5/2013 9:27:08 AM,LILA
204727,2/4/2013,CAPOFF,CAPITAL OFFICE PRODUCTS,,2/5/2013,,,,,0,*MAIN,Main Warehouse,,,1,314.5,0,0,0,0,314.5,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/4/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,3954447-0,CAPITAL OFFICE PRODUCTS,700 BALLOUGH ROAD,,DAYTONA BEACH,FL,32115,,CURTIS LANGLEY,1-800-552-1340,800-249-4329,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 12:01:11 PM,JACKIE,2/4/2013 12:01:11 PM,JACKIE
204638-1,1/15/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,149,0,0,0,0,149,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/15/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,9722530,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,TAMMY LEWIS,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/16/2013 11:03:17 PM,DBQ,,
204666,1/21/2013,INTER100,INTERNATIONAL PAPER,,2/4/2013,REVISED ADDRESS,,,,0,*MAIN,Main Warehouse,,,1,1001.53,0,0,0,0,1001.52,0,679,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/21/2013,EMail,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,,INTERNATIONAL PAPER,8291 FORSHEE DRIVE,,JACKSONVILLE,FL,32219,,PATRICIA THOMPSON,904-783-1850,,N30,N,N,Best Way,P,0,0,0,THESUDDATH COMPANIES,1990 NORTH HIGHWAY 360,,GRAND PRARIE,TX,75050,PAULA ALBRIGHT...PO# 114195,972-660-5600,1/21/2013 8:39:39 AM,JACKIE,1/21/2013 8:40:47 AM,JACKIE
204683,1/22/2013,INTER100,INTERNATIONAL PAPER,,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,1078.8,0,0,0,0,1078.8,0,783,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/22/2013,EMail,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,97191064,INTERNATIONAL PAPER,8291 FORSHEE DRIVE,,JACKSONVILLE,FL,32219,,PATRICIA THOMPSON,904-783-1850,,N30,N,N,Best Way,P,0,0,0,SUDDATH RELOCATION SYSTEMS,8743 WESTERN WAY,,JACKSONVILLE,FL,32256,JOSE...PO# 33331,904-256-5540,1/22/2013 3:51:11 PM,JACKIE,1/22/2013 3:51:11 PM,JACKIE
204692,1/23/2013,INTTAP,INTERTAPE POLYMER CORP.,,2/4/2013,REVISED PURCHASE ORDER,ADDING THE LAST ITEM.,,,0,*MAIN,Main Warehouse,,,11,3419.6,0,0,0,0,3419.6,0,1382.4,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/28/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,76253575,INTERTAPE POLYMER GROUP,P.O.BOX 203459,,DALLAS,TX,75320-3459,,DAVID BARNES,1-800-474-8273,1-800-462-1293,N30,N,N,BEST WAY,P,3000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/23/2013 5:14:01 PM,JACKIE,1/28/2013 4:11:20 PM,JACKIE
204711,1/30/2013,ABCCOM,ABC COMPOUNDING,,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,168.52,0,0,0,0,168.52,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/31/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,INV002104,ABC COMPOUNDING,P.O. BOX 16247,ACCT #5667,ATLANTA,GA,30321,,ROSE,800-795-9222,1-770-960-1059,N30,N,N,Best Way,P,0,2000,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 4:53:59 PM,JACKIE,1/31/2013 10:22:38 AM,JACKIE
204716,2/1/2013,LADPRO,BERRY,,2/4/2013,,,,DISCOUNT,-3.03,*MAIN,Main Warehouse,,,4,302.94,0,0,69.54,0,369.45,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/1/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,790591,LADDAWN PRODUCTS,,155 JACKSON ROAD,DEVENS,MA,01434-5614,,PETER GARCIA,800-446-3639,800-253-5246,N30,N,N,UPS,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/1/2013 11:36:56 AM,JACKIE,2/4/2013 8:43:42 AM,JACKIE
204717,2/1/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,15,1175.45,0,0,0,0,1175.45,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,2/1/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,16172254-00,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/1/2013 1:29:36 PM,JACKIE,2/1/2013 3:45:34 PM,LILA
204708-1,1/30/2013,OKLRIG,"ORS NASCO, INC.",,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,97.16,0,0,0,0,97.16,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/30/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,0788510-01,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/1/2013 11:03:31 PM,DBQ,,
204687-2,1/23/2013,FORPLA,"HILEX POLY CO., LLC",,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,53.68,0,0,0,0,53.68,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/23/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,F-189538,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/1/2013 11:03:37 PM,DBQ,,
204720,2/4/2013,INDUSC,"SOUTHEAST RIGGING, INC.",,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,71,0,0,0,0,71,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,2/4/2013,USMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,116022,"SOUTHEAST RIGGING, INC.",1645 JESSIE STREET,,JACKSONVILLE,FL,32206,,MIKE,904-355-3423,904-354-6952,N30,N,N,PICKUP,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 9:15:04 AM,JOHN,2/4/2013 9:15:04 AM,JOHN
204724,2/4/2013,PALLE100,KAMPS PALLETS,,2/4/2013,,,,,0,*MAIN,Main Warehouse,,,1,275,0,0,0,0,275,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,2/4/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,J014633,PALLET EXPRESS INC. OF JACKSONVILLE,7779 HAMMOND BOULEVARD,,JACKSONVILLE,FL,32220,,,904-781-2500,904-781-2502,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,2/4/2013 10:36:06 AM,JACKIE,2/4/2013 11:07:04 AM,JOHN
204690,1/23/2013,PACHAN,"PACIFIC HANDY CUTTER, INC",,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,5,444.15,0,0,0,0,444.15,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/24/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,568375,"PACIFIC HANDY CUTTER, INC",P.O. BOX 60380,,LOS ANGELES,CA,90060,,,1-800-229-2233,1-714-662-7595,N30,N,N,BEST WAY,P,750,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/23/2013 12:58:44 PM,JACKIE,1/24/2013 3:57:44 PM,JACKIE
204673-1,1/21/2013,FORPLA,"HILEX POLY CO., LLC",,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,74.55,0,0,0,0,74.55,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/21/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,F-189510,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/24/2013 11:03:57 PM,DBQ,,
204696,1/28/2013,UNILAB,UNITED LABEL,,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,12.81,0,0,0,0,12.81,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/28/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,290033,UNITED LABEL,,12900 BEREA ROAD,CLEVELAND,OH,44111,,ABBY,800/726-5153,216-226-9007,N30,N,N,UPS,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/28/2013 9:01:04 AM,JACKIE,1/28/2013 9:01:04 AM,JACKIE
204701,1/28/2013,STRPRO,STRAPPING PRODUCTS,,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,112,0,0,0,0,112,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/28/2013,Call,N,Y,JACKIE,PO,PO,2013,2,2,Y,N,Y,20133270,STRAPPING PRODUCTS,7037 COMMONWEALTH AVE,SUITE 36,JACKSONVILLE,FL,32220,,BILL/MIKE HARGROVE,904-783-2560,,N20,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/28/2013 3:16:02 PM,JACKIE,1/28/2013 3:16:02 PM,JACKIE
204702,1/29/2013,SYFUSA,Intertape Polymer Group,,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,388.8,0,0,0,0,388.8,0,111.54,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/29/2013,EMail,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,2940770,SYFAN,P.O. BOX 896005,,CHARLOTTE,NC,28289,,CINDY PEAKS,1-877-792-2547,1-252-792-3185,N20,N,N,BEST WAY,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 8:42:08 AM,JACKIE,1/29/2013 8:42:08 AM,JACKIE
204708,1/30/2013,OKLRIG,"ORS NASCO, INC.",,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,4,209.17,0,0,0,0,209.17,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,1/31/2013,FAX,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,0788510-00,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 10:30:08 AM,JOHN,2/1/2013 2:03:18 PM,JOHN
204709,1/30/2013,ELKAY100,ELKAY PLASTICS,,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,1,242.73,0,0,36.41,0,279.14,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/30/2013,Call,N,Y,JOHN,PO,PO,2013,2,2,Y,N,Y,2205876,ELKAY PLASTICS,7515 HARTMAN INDUSTRIAL WAY,SUITE 200,AUSTELL,GA,30168,,ELLERY MANGAS,1-800-842-2247,1-678-398-6904,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 11:15:18 AM,JACKIE,1/30/2013 11:15:18 AM,JACKIE
204687-1,1/23/2013,FORPLA,"HILEX POLY CO., LLC",,2/1/2013,,,,,0,*MAIN,Main Warehouse,,,2,298.2,0,0,0,0,298.2,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/23/2013,,N,Y,JOHN,PO,PO,2013,2,2,Y,Y,Y,F-189514,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 11:03:00 PM,DBQ,,
204640,1/15/2013,GORPAP,GORDON PAPER COMPANY,,1/31/2013,CAN YOU PLEASE EXPEDITE THIS,SHIPMENT AS SOON AS YOU CAN,THANK YOU JACKIE,,0,*MAIN,Main Warehouse,,,1,2800,0,0,0,0,2800,0,6500,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/15/2013,EMail,N,Y,JACKIE,PO,PO,2013,1,2,Y,N,Y,202461,GORDON PAPER COMPANY,5713 WARD AVENUE,,VIRGINIA BEACH,VA,23455,,CUSTOMER SERVICE,1-800-457-7366,1-757-363-9355,N30,N,N,Best Way,P,0,0,0,THE SUDDATH COMPANIES,20 HAYNES DRIVE,,WAYNE,NJ,7470,CANDICE GAVAZZI..PO# 111013,973-694-7575,1/15/2013 1:08:56 PM,JACKIE,1/17/2013 3:10:48 PM,JACKIE
204630-1,1/11/2013,OKLRIG,"ORS NASCO, INC.",,1/31/2013,,,,,0,*MAIN,Main Warehouse,,,1,186.32,0,0,0,0,186.32,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/11/2013,,N,Y,JOHN,PO,PO,2013,1,2,Y,Y,Y,0735494-02,"ORS NASCO, INC.",3706 SOLUTION CENTER,,CHICAGO,IL,60677-3007,,,800/678-6577,1-918-682-5936,N30,N,N,BEST WAY,P,100,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/15/2013 11:00:53 PM,DBQ,,
204667,1/21/2013,REILL100,REILLY FOAM CORPORATION,,1/31/2013,,,,,0,*MAIN,Main Warehouse,,,1,131,0,0,165,0,296,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/21/2013,FAX,N,Y,JACKIE,PO,PO,2013,1,2,Y,N,Y,INV042793,REILLY FOAM CORPORATION,3896 WESTROADS DRIVE,,WEST PALM BEACH,FL,33407,,MATTHEW RYDER,1-561-842-8090,1-561-845-3782,N30,N,N,Best Way,P,0,0,0,THE SUDDATH COMPANIES,1990 NORTH HIGHWAY 360,,GRAND PRARIE,TX,75050,PAULA ALBRIGHT..PO#114195,1-972-660-5600,1/21/2013 8:41:44 AM,JACKIE,1/31/2013 2:16:16 PM,JACKIE
204682,1/22/2013,REILL100,REILLY FOAM CORPORATION,,1/31/2013,,,,,0,*MAIN,Main Warehouse,,,1,262,0,0,95,0,357,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/22/2013,FAX,N,Y,JACKIE,PO,PO,2013,1,2,Y,N,Y,INV042794,REILLY FOAM CORPORATION,3896 WESTROADS DRIVE,,WEST PALM BEACH,FL,33407,,MATTHEW RYDER,1-561-842-8090,1-561-845-3782,N30,N,N,Best Way,P,0,0,0,SUDDATH RELOCATION SYSTEMS,8743 WESTERN WAY,,JACKSONVILLE,FL,32256,JOSE...PO# 33331,904-256-5540,1/22/2013 3:49:47 PM,JACKIE,1/31/2013 2:16:30 PM,JACKIE
204693-1,1/24/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,1/31/2013,,,,,0,*MAIN,Main Warehouse,,,2,92.68,0,0,0,0,92.68,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/24/2013,,N,Y,JOHN,PO,PO,2013,1,2,Y,Y,Y,16133447-02,LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/25/2013 11:02:01 PM,DBQ,,
204710,1/30/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,1/31/2013,,,,,0,*MAIN,Main Warehouse,,,11,1403.12,0,0,0,0,1403.12,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,1/30/2013,Call,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,"1,615,925,161,614",LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/30/2013 12:11:20 PM,JACKIE,1/30/2013 4:03:21 PM,JACKIE
204670,1/21/2013,VOLFL100,"VOLFLEX, INC.",,1/30/2013,CAN YOU PLEASE EXPEDITE THIS,SHIPMENT. OUT OF STOCK.,THANK YOU JACKIE,,0,*MAIN,Main Warehouse,,,1,2748,0,0,0,0,2748,0,1050,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/21/2013,FAX,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,2002,"VOLFLEX, INC.",10838 WEST WALNUT LANE,,MOKENA,IL,60448,,CUSTOMER SERVICE,1-708-478-1117,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/21/2013 10:59:39 AM,JACKIE,1/21/2013 10:59:39 AM,JACKIE
204687,1/23/2013,FORPLA,"HILEX POLY CO., LLC",,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,23,3480.26,0,0,0,0,3480.26,0,630,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/23/2013,FAX,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,F-189484,FORTUNE PLASTICS,,11580 RYLAND CT,ORLANDO,FL,32824,,CUSTOMER SERVICE,1-800-777-3556,1-561-547-8506,N30,N,N,BEST WAY,P,2000,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/23/2013 12:07:07 PM,JACKIE,1/23/2013 4:49:26 PM,JACKIE
204639-3,1/15/2013,GREIND,GREENFIELD INDUSTRIES,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,1,205.2,0,0,0,0,205.2,0,0,0,,(UnAssigned),0,N,R,Received,N,,1/15/2013,,N,Y,JOHN,PO,PO,2013,1,2,Y,Y,Y,IN-00529013,GREENFIELD INDUSTRIES,470 OLD EVANS ROAD,,AUGUSTA,GA,30809,,,800-348-2885,800-892-4290,N30,N,N,Best Way,P,50,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/23/2013 11:03:02 PM,DBQ,,
204695,1/28/2013,LPSIND,LPS INDUSTRIES,,1/30/2013,PLEASE USE CUSTOMERS UPS#,367524,,,0,*MAIN,Main Warehouse,,,1,136.6,0,0,0,0,136.6,0,70,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/28/2013,FAX,N,Y,LILA,PO,PO,2013,1,2,Y,N,Y,890575,LPS INDUSTRIES,1145 ROTTENWOOD DR,SUITE 120,MARIETTA,GA,30067,,CUSTOMER SERVICE,1-800-275-4577,1-770-424-6032,N30,N,N,BEST WAY,P,0,0,0,ESCALADE SPORTS,4600 S.W. 41ST BLVD,,"GAINESVILLE,",FL,32608,GARY WILLIAMS...PO# 0601852,1-352-240-0042,1/28/2013 8:30:25 AM,JACKIE,1/28/2013 8:30:25 AM,JACKIE
204698,1/28/2013,APINTE,APPLIED INDUSTRIAL TECH.,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,1,396.72,0,0,0,0,396.72,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JOHN,1/28/2013,USMail,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,26615502,APPLIED INDUSTRIAL TECH.,7037 COMMONWEALTH AVE.,SUITE 26,JACKSONVILLE,FL,32220,,,904/693-9978,904-695-4223,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/28/2013 11:05:35 AM,JOHN,1/28/2013 11:05:35 AM,JOHN
204700,1/28/2013,CLEPAK,CLEANPAK PRODUCTS,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,4,569.65,0,0,0,0,569.65,0,8.75,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/28/2013,FAX,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,23386,CLEANPAK PRODUCTS,5408 NORTH 59TH STREET,SUITE A,TAMPA,FL,33610,,GEORGE BRYDON,1-800-790-3090,1-813-740-8218,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/28/2013 2:04:42 PM,JACKIE,1/28/2013 2:04:42 PM,JACKIE
204706,1/29/2013,LAGASS,ESSENDANT RECEIVABLES INC.,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,26,1549.94,0,0,0,0,1549.94,0,66,0,,(UnAssigned),0,Y,R,Received,Y,LILA,1/29/2013,Call,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,"1,615,106,754,729",LAGASSE INC.,5215-C WEST GATE DR,SOUTHWEST,ATLANTA,GA,30336,,GARY @ #37105,1-800-989-7487,1-800-367-7845,N30,N,N,BEST WAY,P,800,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 10:59:30 AM,JACKIE,1/29/2013 4:26:58 PM,LILA
204704,1/29/2013,PHENI100,PHENIX SUPPLY COMPANY,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,1,71.98,0,0,0,0,71.98,71.98,0,0,,(UnAssigned),0,Y,R,Received,Y,JACKIE,1/29/2013,Call,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,J-126361,PHENIX SUPPLY COMPANY,11705 INDUSTRY DRIVE,,JACKSONVILLE,FL,32218,,,904-696-7685,,COD,Y,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 10:41:14 AM,JACKIE,1/29/2013 10:41:14 AM,JACKIE
204707,1/29/2013,SOUPAP,SOUTHEASTERN PAPER GROUP,,1/30/2013,,,,,0,*MAIN,Main Warehouse,,,24,2405.79,0,0,4.99,0,2410.78,0,0,0,,(UnAssigned),0,Y,R,Received,Y,LILA,1/29/2013,EMail,N,Y,JOHN,PO,PO,2013,1,2,Y,N,Y,9725292,SOUTHEASTERN PAPER GROUP,3850-7 PORT JACKSONVILLE PARKWAY,,JACKSONVILLE,FL,32226,,ARTIE HARDIE,1-800-632-1296,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,1/29/2013 1:13:01 PM,LILA,1/30/2013 9:22:56 AM,JACKIE
